lat,lon,OBJECTID,Loc_name,Status,Score,Match_type,Match_addr,Side,User_fld,Addr_type,IN_Street,IN_City,IN_ZIP,IN_State,USER_Date,USER_Address,USER_City,USER_State,USER_Fatal,USER_Year
-86.25375445,41.6817295,341,World,M,98.71,A,"300 W Marion St, South Bend, Indiana, 46601",R,,StreetAddress,,South Bend,,,2018/10/04 05:00:00+00,300 W Marion ,South Bend,IN,No,2018
-86.26451849,41.67749055,342,World,M,98.71,A,"1000 W Colfax Ave, South Bend, Indiana, 46616",R,,StreetAddress,,South Bend,,,2018/10/28 05:00:00+00,1000 W Colfax ,South Bend,IN,No,2018
-86.27493995,41.65487647,343,World,M,97.46,A,"1800 Pulaski St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018/10/31 05:00:00+00,1800 S Pulaski ,South Bend,IN,No,2018
-86.23930144,41.63871768,344,World,M,97.46,A,"3600 High St, South Bend, Indiana, 46614",R,,StreetAddress,,South Bend,,,2018/12/16 05:00:00+00,3600 S High ,South Bend,IN,No,2018
-86.27493995,41.65487647,345,World,M,97.46,A,"1800 Pulaski St, South Bend, Indiana, 46613",R,,StreetAddress,,South Bend,,,2018/10/31 05:00:00+00,1800 S Pulaski ,South Bend,IN,No,2018
-86.28371441,41.6489246,346,World,M,97.46,A,"2500 Prairie Ave, South Bend, Indiana, 46614",R,,StreetAddress,,South Bend,,,2018/11/03 05:00:00+00,2500 W Prairie ,South Bend,IN,Yes,2018
-86.24271072,41.65914643,348,,M,100,PP,"Haney Ave, South Bend, IN 46613",,,,,South Bend,,,2019/01/01 05:00:00+00,"Haney Ave, South Bend, IN 46613",,,No,2019
-86.24968457,41.64782171,349,,M,100,PP,"2600 S Michigan St, South Bend, IN 46614",,,,,South Bend,,,2019/01/02 05:00:00+00,"2600 S Michigan St, South Bend, IN 46614",,,No,2019
-86.31331638,41.65738513,350,Centerline_SJC,T,96.04,A,"4800 BELLEVILLE CIR, SOUTH BEND, 46619",L,0,StreetAddress,,South Bend,,,2019/01/06 05:00:00+00,"4800 Belleville Cir, South Bend, IN 46619",,,No,2019
-86.23276416,41.65941703,351,Centerline_SJC,M,96.04,A,"1200 E HANEY AV, SOUTH BEND, 46613",R,0,StreetAddress,,South Bend,,,2019/01/12 05:00:00+00,"1200 E Haney Ave, South Bend, IN 46613",,,No,2019
-86.26099195,41.65635611,352,Centerline_SJC,M,96.04,A,"1700 S CHAPIN ST, SOUTH BEND, 46613",L,0,StreetAddress,,South Bend,,,2019/01/13 05:00:00+00,"1700 S Chapin St, South Bend, IN 46613",,,No,2019
-86.27745159,41.68125698,353,Centerline_SJC,M,96.04,A,"500 N BROOKFIELD ST, SOUTH BEND, 46628",R,0,StreetAddress,,South Bend,,,2019/01/13 05:00:00+00,"500 N Brookfield St, South Bend, IN 46628",,,Yes,2019
-86.27745159,41.68125698,354,Centerline_SJC,M,96.04,A,"500 N BROOKFIELD ST, SOUTH BEND, 46628",R,0,StreetAddress,,South Bend,,,2019/01/13 05:00:00+00,"500 N Brookfield St, South Bend, IN 46628",,,No,2019
-86.26115563,41.68332726,355,Centerline_SJC,M,96.04,A,"600 N CUSHING ST, SOUTH BEND, 46616",R,0,StreetAddress,,South Bend,,,2019/01/14 05:00:00+00,"600 N Cushing St, South Bend, IN 46616",,,No,2019
-86.26873552,41.66579439,356,Centerline_SJC,M,96.04,A,"1300 W FISHER ST, SOUTH BEND, 46619",L,0,StreetAddress,,South Bend,,,2019/02/22 05:00:00+00,"1300 W Fisher St, South Bend, IN 46619",,,No,2019
-86.2704372,41.67612979,357,Centerline_SJC,M,96.04,A,"1300 W WASHINGTON ST, SOUTH BEND, 46601",L,0,StreetAddress,,South Bend,,,2019/02/25 05:00:00+00,"1300 W Washington St, South Bend, IN 46601",,,Yes,2019
-86.27043674,41.67613048,358,,M,100,PP,"100 N Walnut St, South Bend, IN 46628",,,,,South Bend,,,2019/03/11 05:00:00+00,"100 N Walnut St, South Bend, IN 46628",,,No,2019
-86.24995959,41.65682709,359,Centerline_SJC,M,75.04,M,"1601 S MICHIGAN ST, SOUTH BEND, 46613",L,0,StreetAddress,,South Bend,,,2019/03/23 05:00:00+00,"1600 S Michigan St, South Bend, IN 46613",,,No,2019
-86.28109892,41.70831373,360,Centerline_SJC,M,96.04,A,"2100 W LATHROP ST, SOUTH BEND, 46628",L,0,StreetAddress,,South Bend,,,2019/03/29 05:00:00+00,"2100 W Lathrop St, South Bend, IN 46628",,,No,2019
-86.23827715,41.67654517,361,Centerline_SJC,M,96.04,A,"100 N NOTRE DAME AV, SOUTH BEND, 46617",R,0,StreetAddress,,,,,2019/03/31 05:00:00+00,"100 N Notre Dame Ave, South Bend, IN 46617",,,No,2019
-86.27975459,41.67935948,362,,M,100,PP,"1700 N Kaley St, South Bend, IN 46628",,,,,,,,2019/03/31 05:00:00+00,"300 N O'brien St, South Bend, IN 46628",,,No,2019
-86.28737224,41.6974418,363,Centerline_SJC,M,96.04,A,"1700 N KALEY ST, SOUTH BEND, 46628",R,0,StreetAddress,,,,,2019/03/31 05:00:00+00,"1700 N Kaley St, South Bend, IN 46628",,,No,2019
-86.27975714,41.67936071,364,,M,100,PP,"300 N Eddy St, South Bend, IN 46617",,,,,,,,2019/04/08 05:00:00+00,"300 N O'brien St, South Bend, IN 46628",,,Yes,2019
-86.23527772,41.679232,365,,M,100,PP,"100 W Lasalle Ave, South Bend, IN 46601",,,,,,,,2019/04/11 05:00:00+00,"300 N Eddy St, South Bend, IN 46617",,,No,2019
-86.25043141,41.6790453,366,Centerline_SJC,M,96.04,A,"100 W LASALLE AV, SOUTH BEND, 46601",L,0,StreetAddress,,,,,2019/04/20 05:00:00+00,"100 W Lasalle Ave, South Bend, IN 46601",,,No,2019
-86.27009599,41.67016939,367,Centerline_SJC,M,96.04,A,"1300 W HURON ST, SOUTH BEND, 46619",L,0,StreetAddress,,,,,2019/04/28 05:00:00+00,"1300 W Huron St, South Bend, IN 46619",,,No,2019
-86.25372254,41.68171438,368,Centerline_SJC,M,96.04,A,"300 W MARION ST, SOUTH BEND, 46601",L,0,StreetAddress,,,,,2019/04/28 05:00:00+00,"300 W Marion St, South Bend, IN 46601",,,Yes,2019
-86.24322826,41.66832637,369,Centerline_SJC,M,96.04,A,"600 E BRONSON ST, SOUTH BEND, 46601",R,0,StreetAddress,,,,,2019/04/29 05:00:00+00,"600 E Bronson St, South Bend, IN 46601",,,No,2019
-86.24995959,41.65682709,370,Centerline_SJC,M,75.04,M,"1601 S MICHIGAN ST, SOUTH BEND, 46613",L,0,StreetAddress,,,,,2019/05/12 05:00:00+00,"1600 S Michigan St, South Bend, IN 46613",,,No,2019
-86.28262725,41.69376878,371,Centerline_SJC,M,96.04,A,"2300 W ELWOOD AV, SOUTH BEND, 46628",L,0,StreetAddress,,,,,2019/05/16 05:00:00+00,"2300 W Elwood Ave, South Bend, IN 46628",,,No,2019
-86.25797086,41.68431286,372,Centerline_SJC,M,75.04,M,"701 N PORTAGE AV, SOUTH BEND, 46616",L,0,StreetAddress,,,,,2019/05/17 05:00:00+00,"700 N Portage Ave, South Bend, IN 46616",,,No,2019
-86.28227769,41.67205533,373,Centerline_SJC,M,96.04,A,"2300 W WESTERN AV, SOUTH BEND, 46619",L,0,StreetAddress,,,,,2019/05/18 05:00:00+00,"2300 W Western Ave, South Bend, IN 46619",,,No,2019
-86.25871738,41.6563392,374,Centerline_SJC,M,75.04,M,"1701 S SCOTT ST, SOUTH BEND, 46613",L,0,StreetAddress,,,,,2019/05/30 05:00:00+00,"1700 S Scott St, South Bend, IN 46613",,,No,2019
-86.25871738,41.6563392,375,Centerline_SJC,M,75.04,M,"1701 S SCOTT ST, SOUTH BEND, 46613",L,0,StreetAddress,,,,,2019/05/30 05:00:00+00,"1700 S Scott St, South Bend, IN 46613",,,No,2019
-86.27637356,41.68927586,376,Centerline_SJC,M,96.04,A,"1100 N COLLEGE ST, SOUTH BEND, 46628",R,0,StreetAddress,,,,,2019/05/31 05:00:00+00,"1100 N College St, South Bend, IN 46628",,,No,2019
-86.28262725,41.69376878,377,Centerline_SJC,M,96.04,A,"2300 W ELWOOD AV, SOUTH BEND, 46628",L,0,StreetAddress,,,,,2019/06/04 05:00:00+00,"2300 W Elwood Ave, South Bend, IN 46628",,,No,2019
-86.24960487,41.64710726,378,Centerline_SJC,M,96.04,A,"100 E IRVINGTON ST, SOUTH BEND, 46614",L,0,StreetAddress,,,,,2019/06/06 05:00:00+00,"100 E Irvington St, South Bend, IN 46614",,,No,2019
-86.24960487,41.64710726,379,Centerline_SJC,M,96.04,A,"100 E IRVINGTON ST, SOUTH BEND, 46614",L,0,StreetAddress,,,,,2019/06/06 05:00:00+00,"100 E Irvington St, South Bend, IN 46614",,,No,2019
-86.2858967,41.67345854,380,Centerline_SJC,M,96.04,A,"200 S MEADE ST, SOUTH BEND, 46619",R,0,StreetAddress,,,,,2019/06/06 05:00:00+00,"200 S Meade St, South Bend, IN 46619",,,No,2019
-86.2858967,41.67345854,381,Centerline_SJC,M,96.04,A,"200 S MEADE ST, SOUTH BEND, 46619",R,0,StreetAddress,,,,,2019/06/06 05:00:00+00,"200 S Meade St, South Bend, IN 46619",,,No,2019
-86.28801117,41.71848106,382,Address_CoSB,M,93.15,A,"2700 BUCKSKIN LN 34, SOUTH BEND, IN, 46628",,15988,PointAddress,,,,,2019/06/07 05:00:00+00,"2700 W Buckskin Ln, South Bend, IN 46628",,,Yes,2019
-86.27657815,41.6820928,383,Centerline_SJC,M,85.08,A,"1800 W FASSNACHT ST, SOUTH BEND, 46628",L,0,StreetAddress,,,,,2019/06/08 05:00:00+00,"1800 W Fassnacht Ave, South Bend, IN 46628",,,No,2019
-86.2858967,41.67345854,384,Centerline_SJC,M,96.04,A,"200 S MEADE ST, SOUTH BEND, 46619",R,0,StreetAddress,,,,,2019/06/09 05:00:00+00,"200 S Meade St, South Bend, IN 46619",,,No,2019
-86.2858967,41.67345854,385,Centerline_SJC,M,96.04,A,"200 S MEADE ST, SOUTH BEND, 46619",R,0,StreetAddress,,,,,2019/06/09 05:00:00+00,"200 S Meade St, South Bend, IN 46619",,,No,2019
-86.2858967,41.67345854,386,Centerline_SJC,M,96.04,A,"200 S MEADE ST, SOUTH BEND, 46619",R,0,StreetAddress,,,,,2019/06/09 05:00:00+00,"200 S Meade St, South Bend, IN 46619",,,No,2019
-86.27671126,41.65028925,387,Centerline_SJC,T,96.04,A,"1800 W EWING AV, SOUTH BEND, 46613",L,0,StreetAddress,,,,,2019/06/19 05:00:00+00,"1800 W Ewing Ave, South Bend, IN 46613",,,No,2019
-86.31585081,41.67640228,388,,M,100,PP,"x=-86.315851, y=41.676402",,,,,,,,2019/06/19 05:00:00+00,"100 N Woodhill Ln, South Bend, IN 46619",,,Yes,2019
-86.23270799,41.66643268,389,Centerline_SJC,T,96.04,A,"1200 E MISHAWAKA AV, SOUTH BEND, 46615",R,0,StreetAddress,,,,,2019/06/23 05:00:00+00,"1200 E Mishawaka Ave, South Bend, IN 46615",,,Yes,2019
-86.23270799,41.66643268,390,Centerline_SJC,T,96.04,A,"1200 E MISHAWAKA AV, SOUTH BEND, 46615",R,0,StreetAddress,,,,,2019/06/23 05:00:00+00,"1200 E Mishawaka Ave, South Bend, IN 46615",,,No,2019
-86.23270799,41.66643268,391,Centerline_SJC,T,96.04,A,"1200 E MISHAWAKA AV, SOUTH BEND, 46615",R,0,StreetAddress,,,,,2019/06/23 05:00:00+00,"1200 E Mishawaka Ave, South Bend, IN 46615",,,No,2019
-86.23270799,41.66643268,392,Centerline_SJC,T,96.04,A,"1200 E MISHAWAKA AV, SOUTH BEND, 46615",R,0,StreetAddress,,,,,2019/06/23 05:00:00+00,"1200 E Mishawaka Ave, South Bend, IN 46615",,,No,2019
-86.23270799,41.66643268,393,Centerline_SJC,T,96.04,A,"1200 E MISHAWAKA AV, SOUTH BEND, 46615",R,0,StreetAddress,,,,,2019/06/23 05:00:00+00,"1200 E Mishawaka Ave, South Bend, IN 46615",,,No,2019
-86.23270799,41.66643268,394,Centerline_SJC,T,96.04,A,"1200 E MISHAWAKA AV, SOUTH BEND, 46615",R,0,StreetAddress,,,,,2019/06/23 05:00:00+00,"1200 E Mishawaka Ave, South Bend, IN 46615",,,No,2019
-86.23270799,41.66643268,395,Centerline_SJC,T,96.04,A,"1200 E MISHAWAKA AV, SOUTH BEND, 46615",R,0,StreetAddress,,,,,2019/06/23 05:00:00+00,"1200 E Mishawaka Ave, South Bend, IN 46615",,,No,2019
-86.23270799,41.66643268,396,Centerline_SJC,T,96.04,A,"1200 E MISHAWAKA AV, SOUTH BEND, 46615",R,0,StreetAddress,,,,,2019/06/23 05:00:00+00,"1200 E Mishawaka Ave, South Bend, IN 46615",,,No,2019
-86.23270799,41.66643268,397,Centerline_SJC,T,96.04,A,"1200 E MISHAWAKA AV, SOUTH BEND, 46615",R,0,StreetAddress,,,,,2019/06/23 05:00:00+00,"1200 E Mishawaka Ave, South Bend, IN 46615",,,No,2019
-86.23270799,41.66643268,398,Centerline_SJC,T,96.04,A,"1200 E MISHAWAKA AV, SOUTH BEND, 46615",R,0,StreetAddress,,,,,2019/06/23 05:00:00+00,"1200 E Mishawaka Ave, South Bend, IN 46615",,,No,2019
-86.23270799,41.66643268,399,Centerline_SJC,T,96.04,A,"1200 E MISHAWAKA AV, SOUTH BEND, 46615",R,0,StreetAddress,,,,,2019/06/23 05:00:00+00,"1200 E Mishawaka Ave, South Bend, IN 46615",,,No,2019
-86.31391737,41.6616727,400,Centerline_SJC,M,96.04,A,"4800 W MEADOW LN, SOUTH BEND, 46619",L,0,StreetAddress,,,,,2019/06/29 05:00:00+00,"4800 W Meadow Ln, South Bend, IN 46619",,,No,2019
-86.31391737,41.6616727,401,Centerline_SJC,M,96.04,A,"4800 W MEADOW LN, SOUTH BEND, 46619",L,0,StreetAddress,,,,,2019/06/29 05:00:00+00,"4800 W Meadow Ln, South Bend, IN 46619",,,No,2019
-86.29774286,41.68904643,402,,M,100,PP,"3400 Putnam Pl , South Bend, IN 46628",,,,,,,,2019/06/29 05:00:00+00,"3400 Putnam Pl , South Bend, IN 46628",,,No,2019
-86.23200616,41.65852976,403,Centerline_SJC,M,96.04,A,"1200 E INDIANA AV, SOUTH BEND, 46613",R,0,StreetAddress,,,,,2019/07/06 05:00:00+00,"1200 E Indiana Ave, South Bend, IN 46613",,,No,2019
-86.28113532,41.68075171,404,Centerline_SJC,M,75.04,M,"2201 KENWOOD AV, SOUTH BEND, 46628",R,0,StreetAddress,,,,,2019/07/11 05:00:00+00,"2200 Kenwood Ave, South Bend, IN 46628",,,No,2019
-86.28790177,41.67712921,405,,M,100,PP,"200 N Kaley St, South Bend, IN 46619",,,,,,,,2019/07/13 05:00:00+00,"200 N Kaley St, South Bend, IN 46619",,,No,2019
-86.28900154,41.67295329,406,Centerline_SJC,M,96.04,A,"300 S BENDIX DR, SOUTH BEND, 46619",R,0,StreetAddress,,,,,2019/07/14 05:00:00+00,"300 S Bendix Dr, South Bend, IN 46619",,,No,2019
-86.24589728,41.67921044,407,Centerline_SJC,M,94.62,A,"400 E LA SALLE AV, SOUTH BEND, 46617",L,0,StreetAddress,,,,,2019/07/21 05:00:00+00,"400 E Lasalle Ave, South Bend, IN 46617",,,No,2019
-86.24589728,41.67921044,408,Centerline_SJC,M,94.62,A,"400 E LA SALLE AV, SOUTH BEND, 46617",L,0,StreetAddress,,,,,2019/07/21 05:00:00+00,"400 E Lasalle Ave, South Bend, IN 46617",,,No,2019
-86.24589728,41.67921044,409,Centerline_SJC,M,94.62,A,"400 E LA SALLE AV, SOUTH BEND, 46617",L,0,StreetAddress,,,,,2019/07/21 05:00:00+00,"400 E Lasalle Ave, South Bend, IN 46617",,,Yes,2019
-86.31004226,41.67182383,410,Centerline_SJC,T,96.04,A,"4400 W WESTERN AV, SOUTH BEND, 46619",L,0,StreetAddress,,,,,2019/07/27 05:00:00+00,"4400 W Western Ave, South Bend, IN 46619",,,No,2019
-86.23308361,41.68354085,411,,M,100,PP,"1200 E Cedar St, South Bend, IN 46617",,,,,,,,2019/08/03 05:00:00+00,"N Arthur St, South Bend, IN 46617",,,No,2019
-86.2330997,41.68192731,412,,M,100,PP,"2500 Kenwood Ave, South Bend, IN 46628",,,,,,,,2019/08/03 05:00:00+00,"1200 E Cedar St, South Bend, IN 46617",,,No,2019
-86.28501007,41.68061134,413,Centerline_SJC,M,96.04,A,"2500 KENWOOD AV, SOUTH BEND, 46628",L,0,StreetAddress,,,,,2019/08/03 05:00:00+00,"2500 Kenwood Ave, South Bend, IN 46628",,,No,2019
-86.31208143,41.67182976,414,Centerline_SJC,M,96.04,A,"4600 W WESTERN AV, SOUTH BEND, 46619",L,0,StreetAddress,,,,,2019/08/11 05:00:00+00,"4600 W Western Ave, South Bend, IN 46619",,,No,2019
-86.31208143,41.67182976,415,Centerline_SJC,M,96.04,A,"4600 W WESTERN AV, SOUTH BEND, 46619",L,0,StreetAddress,,,,,2019/08/11 05:00:00+00,"4600 W Western Ave, South Bend, IN 46619",,,No,2019
-86.31208143,41.67182976,416,Centerline_SJC,M,96.04,A,"4600 W WESTERN AV, SOUTH BEND, 46619",L,0,StreetAddress,,,,,2019/08/11 05:00:00+00,"4600 W Western Ave, South Bend, IN 46619",,,No,2019
-86.30182757,41.69029018,417,,M,100,PP,"1000 W Lincoln Way , South Bend, IN 46616",,,,,,,,2019/08/11 05:00:00+00,"3800 N Curtiss Dr, South Bend, IN 46628",,,No,2019
-86.26368073,41.68237934,418,,M,100,PP,"600 W Lasalle Ave, South Bend, IN 46601",,,,,,,,2019/08/12 05:00:00+00,"1000 W Lincoln Way , South Bend, IN 46616",,,No,2019
-86.25785939,41.67897323,419,Centerline_SJC,M,96.04,A,"600 W LASALLE AV, SOUTH BEND, 46601",L,0,StreetAddress,,,,,2019/08/12 05:00:00+00,"600 W Lasalle Ave, South Bend, IN 46601",,,No,2019
-86.26829973,41.67615851,420,Centerline_SJC,M,96.04,A,"1200 W WASHINGTON ST, SOUTH BEND, 46601",L,0,StreetAddress,,,,,2019/08/14 05:00:00+00,"1200 W Washington St, South Bend, IN 46601",,,No,2019
-86.21857272,41.62943279,421,Centerline_SJC,M,75.04,M,"1901 E IRELAND RD, SOUTH BEND, 46614",R,0,StreetAddress,,,,,2019/08/16 05:00:00+00,"1900 E Ireland Rd, South Bend, IN 46614",,,No,2019
-86.23912389,41.63968891,422,Centerline_SJC,M,96.04,A,"3400 S HIGH ST, SOUTH BEND, 46614",L,0,StreetAddress,,,,,2019/08/17 05:00:00+00,"3400 S High St, South Bend, IN 46614",,,No,2019
-86.26852189,41.65037103,423,,M,100,PP,"1300 W Ewing Ave, South Bend, IN 46613",,,,,,,,2019/08/21 05:00:00+00,"1300 W Ewing Ave, South Bend, IN 46613",,,No,2019
-86.26779406,41.68349766,424,Centerline_SJC,M,77.78,M,"1200 LINCOLN WAY W, SOUTH BEND, 46628",L,0,StreetAddress,,,,,2019/08/23 05:00:00+00,"1200 W Lincoln Way, South Bend, IN 46628",,,No,2019
-86.28121006,41.68926952,425,Centerline_SJC,M,96.04,A,"1100 N HUEY ST, SOUTH BEND, 46628",R,0,StreetAddress,,,,,2019/08/26 05:00:00+00,"1100 N Huey St, South Bend, IN 46628",,,No,2019
-86.28135525,41.69751606,426,Centerline_SJC,M,96.04,A,"1700 N HUEY ST, SOUTH BEND, 46628",R,0,StreetAddress,,,,,2019/09/08 05:00:00+00,"1700 N Huey St, South Bend, IN 46628",,,No,2019
-86.28501007,41.68061134,427,Centerline_SJC,M,96.04,A,"2500 KENWOOD AV, SOUTH BEND, 46628",L,0,StreetAddress,,,,,2019/09/08 05:00:00+00,"2500 Kenwood Ave, South Bend, IN 46628",,,No,2019
-86.27739983,41.67941887,428,Centerline_SJC,M,96.04,A,"300 N BROOKFIELD ST, SOUTH BEND, 46628",R,0,StreetAddress,,,,,2019/09/14 05:00:00+00,"300 N Brookfield St, South Bend, IN 46628",,,No,2019
-86.27771668,41.68646912,429,Centerline_SJC,M,77.78,M,"1900 LINCOLN WAY W, SOUTH BEND, 46628",L,0,StreetAddress,,,,,2019/09/15 05:00:00+00,"1900 W Lincoln Way, South Bend, IN 46628",,,No,2019
-86.29674537,41.69219743,430,,M,100,PP,"1200 E Donald St, South Bend, IN 46613",,,,,,,,2019/09/18 05:00:00+00,"3400 W Lincoln Way, South Bend, IN 46628",,,Yes,2019
-86.26721202,41.65217396,431,Centerline_SJC,M,86.91,A,"1200 W DONALD ST, SOUTH BEND, 46613",L,0,StreetAddress,,,,,2019/09/19 05:00:00+00,"1200 E Donald St, South Bend, IN 46613",,,No,2019
-86.24596355,41.64804673,432,Centerline_SJC,M,96.04,A,"300 E FAIRVIEW AV, SOUTH BEND, 46614",L,0,StreetAddress,,,,,2019/09/20 05:00:00+00,"300 E Fairview Ave, South Bend, IN 46614",,,No,2019
-86.23316261,41.68188489,433,,M,100,PP,"1200 E Cedar St, South Bend, IN 46617",,,,,,,,2019/09/21 05:00:00+00,"1200 E Cedar St, South Bend, IN 46617",,,Yes,2019
-86.23316688,41.68192861,434,,M,100,PP,"1200 E Cedar St, South Bend, IN 46617",,,,,,,,2019/09/21 05:00:00+00,"1200 E Cedar St, South Bend, IN 46617",,,No,2019
-86.23316727,41.68192861,435,,M,100,PP,"1200 E Cedar St, South Bend, IN 46617",,,,,,,,2019/09/21 05:00:00+00,"1200 E Cedar St, South Bend, IN 46617",,,No,2019
-86.23316755,41.68192899,436,,M,100,PP,"1200 E Cedar St, South Bend, IN 46617",,,,,,,,2019/09/21 05:00:00+00,"1200 E Cedar St, South Bend, IN 46617",,,No,2019
-86.26967661,41.69471117,437,Centerline_SJC,M,96.04,A,"1300 W KING ST, SOUTH BEND, 46628",L,0,StreetAddress,,,,,2019/10/01 05:00:00+00,"1300 W King St, South Bend, IN 46628",,,No,2019
-86.25360762,41.679126,438,,M,100,PP,"300 N Lafayette Blvd, South Bend, IN 46637",,,,,,,,2019/10/19 05:00:00+00,"300 N Lafayette Blvd, South Bend, IN 46637",,,Yes,2019
-86.24452029,41.66015105,439,,M,100,PP,"500 E Broadway St, South Bend, IN 46601",,,,,,,,2019/10/23 05:00:00+00,"500 E Broadway St, South Bend, IN 46601",,,No,2019
-86.28134164,41.6907099,440,Centerline_SJC,M,96.04,A,"2200 W HUMBOLDT ST, SOUTH BEND, 46628",L,0,StreetAddress,,,,,2019/10/27 05:00:00+00,"2200 W Humboldt St, South Bend, IN 46628",,,No,2019
-86.28134164,41.6907099,441,Centerline_SJC,M,96.04,A,"2200 W HUMBOLDT ST, SOUTH BEND, 46628",L,0,StreetAddress,,,,,2019/10/27 05:00:00+00,"2200 W Humboldt St, South Bend, IN 46628",,,No,2019
-86.28134164,41.6907099,442,Centerline_SJC,M,96.04,A,"2200 W HUMBOLDT ST, SOUTH BEND, 46628",L,0,StreetAddress,,,,,2019/10/27 05:00:00+00,"2200 W Humboldt St, South Bend, IN 46628",,,No,2019
-86.28581265,41.67019303,443,,M,100,PP,"2600 W Huron St, South Bend, IN 46619",,,,,,,,2019/11/10 05:00:00+00,"2600 W Huron St, South Bend, IN 46619",,,No,2019
-86.27754481,41.67935403,444,,M,100,PP,"1900 W Linden Ave, South Bend, IN 46619",,,,,,,,2019/11/17 05:00:00+00,"1900 W Linden Ave, South Bend, IN 46619",,,No,2019
-86.28351199,41.66745867,445,Centerline_SJC,M,96.04,A,"2400 W POLAND ST, SOUTH BEND, 46619",L,0,StreetAddress,,,,,2019/11/23 05:00:00+00,"2400 W Poland St, South Bend, IN 46619",,,No,2019
-86.23027812,41.65909633,446,Centerline_SJC,M,86.91,A,"1500 S LEER ST, SOUTH BEND, 46613",L,0,StreetAddress,,,,,2019/12/01 05:00:00+00,"1500 Leer St , South Bend, IN 46613",,,No,2019
-86.27737567,41.65390804,447,Centerline_SJC,M,86.91,A,"1900 W CALVERT ST, SOUTH BEND, 46613",L,0,StreetAddress,,,,,2019/12/03 05:00:00+00,"1900 E Calvert St, South Bend, IN 46613",,,No,2019
-86.23509869,41.62945619,448,Centerline_SJC,M,96.04,A,"1000 E IRELAND RD, SOUTH BEND, 46614",L,0,StreetAddress,,,,,2019/12/08 05:00:00+00,"1000 E Ireland Rd, South Bend, IN 46614",,,No,2019
-86.29959882,41.67187211,449,Centerline_SJC,M,96.04,A,"400 S WELLINGTON ST, SOUTH BEND, 46619",L,0,StreetAddress,,,,,2019/12/09 05:00:00+00,"400 S Wellington St, South Bend, IN 46619",,,No,2019
-86.29959882,41.67187211,450,Centerline_SJC,M,96.04,A,"400 S WELLINGTON ST, SOUTH BEND, 46619",L,0,StreetAddress,,,,,2019/12/09 05:00:00+00,"400 S Wellington St, South Bend, IN 46619",,,No,2019
-86.27754575,41.67935403,451,,M,100,PP,"1900 Linden Ave, South Bend, IN 46628",,,,,,,,2019/12/22 05:00:00+00,"1900 Linden Ave, South Bend, IN 46628",,,No,2019
-86.27754528,41.67935441,452,,M,100,PP,"1900 Linden Ave, South Bend, IN 46628",,,,,,,,2019/12/22 05:00:00+00,"1900 Linden Ave, South Bend, IN 46628",,,No,2019
-86.27317021,41.68183927,453,Centerline_SJC,M,96.04,A,"500 N BIRDSELL ST, SOUTH BEND, 46628",R,0,StreetAddress,,,,,2019/12/24 05:00:00+00,"500 N Birdsell St, South Bend, IN 46628",,,No,2019
-86.28262725,41.69376878,454,Centerline_SJC,M,96.04,A,"2300 W ELWOOD AV, SOUTH BEND, 46628",L,0,StreetAddress,,,,,2019/12/26 05:00:00+00,"2300 W Elwood Ave, South Bend, IN 46628",,,No,2019
-86.25164185,41.65845571,455,Centerline_SJC,M,96.04,A,"1500 S MAIN ST, SOUTH BEND, 46613",R,0,StreetAddress,,,,,2019/12/28 05:00:00+00,"1500 S Main St, South Bend, IN 46613",,,No,2019
-86.26457564,41.68089362,456,Centerline_SJC,M,96.04,A,"500 N SHERMAN AV, SOUTH BEND, 46616",R,0,StreetAddress,,,,,2019/12/30 05:00:00+00,"500 N Sherman Ave, South Bend, IN 46616",,,No,2019
-86.24968457,41.65297344,457,Centerline_CoS,M,100,A,2000 S Michigan St,R,0,StreetAddress,2000 S MICHIGAN ST,South Bend,46613,IN,2020/01/01 05:00:00+00,2000 S MICHIGAN ST,South Bend,IN,Yes,2020
-86.24968457,41.65297344,458,Centerline_CoS,M,100,A,2000 S Michigan St,R,0,StreetAddress,2000 S MICHIGAN ST,South Bend,46613,IN,2020/01/01 05:00:00+00,2000 S MICHIGAN ST,South Bend,IN,No,2020
-86.23023066,41.65484011,459,Centerline_CoS,M,100,A,1900 S Leer St,L,0,StreetAddress,1900 S LEER ST,South Bend,46613,IN,2020/01/02 05:00:00+00,1900 S LEER ST,South Bend,IN,No,2020
-86.23089611,41.68711964,460,Centerline_CoS,M,100,A,1300 E Corby Blvd,R,0,StreetAddress,1300 E CORBY BLVD,South Bend,46617,IN,2020/01/04 05:00:00+00,1300 E CORBY BLVD,South Bend,IN,Yes,2020
-86.27871266,41.68391947,461,Centerline_CoS,M,100,A,700 N Johnson St,R,0,StreetAddress,700 N JOHNSON ST,South Bend,46628,IN,2020/01/05 05:00:00+00,700 N JOHNSON ST,South Bend,IN,No,2020
-86.30680164,41.66632984,462,Centerline_CoS,M,100,A,800 S Gladstone St,L,0,StreetAddress,800 S GLADSTONE ST,South Bend,46619,IN,2020/01/09 05:00:00+00,800 S GLADSTONE ST,South Bend,IN,No,2020
-86.25114962,41.64343735,463,Centerline_CoS,M,100,A,3000 S Main St,L,0,StreetAddress,3000 S MAIN ST,South Bend,46614,IN,2020/01/11 05:00:00+00,3000 S MAIN ST,South Bend,IN,No,2020
